Y,CustomerID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100
1,14482,594,174,162,404,12,17,44,15,111,216,81,39,118,200,594,58,212,1256,479,404,174,162,758,587,733,1761,562,1055,1397,1251,1802,405,2469,1950,2462,1752,1572,515,2871,62,3,594,3,62,162,174,404,783,117,408,478,1091,44,111,136,37,44,62,121,261,917,174,162,404,3754,2922,2782,150,3488,2495,802,1482,2356,1732,970,665,1095,2025,3229,3483,3564,3149,3537,2025,2005,2005,1494,1248,802,1083,280,119,150,415,261,42,138,59,520,1099
1,13408,448,187,150,105,315,118,1256,72,106,1,219,747,172,465,602,190,728,810,804,198,190,124,2,129,213,110,131,588,528,995,65,13,669,1355,1482,194,995,65,91,1150,906,664,51,219,21,95,7,241,863,342,879,79,690,40,274,436,528,106,288,198,1185,1355,131,110,465,544,767,29,24,252,6,79,664,906,123,1,1023,698,429,1622,34,738,3277,3467,399,426,5,51,1023,588,1422,449,28,186,54,125,252,268,694,236
1,14849,481,1954,120,6,1854,1096,827,889,52,118,286,505,585,322,369,14,20,505,585,60,395,14,20,286,138,498,483,61,889,498,2448,60,368,52,122,481,483,379,120,641,395,6,8,392,29,24,2,827,1096,20,61,24,1059,124,173,113,380,456,61,498,379,395,52,53,88,20,128,793,122,138,641,889,6,319,446,273,502,451,638,201,330,254,213,194,127,228,555,473,416,157,391,1520,396,326,68,374,361,1899,6,138
1,16767,2415,677,1520,173,182,775,1284,734,1028,756,230,220,1364,1189,2187,1315,868,1158,578,727,2,565,14,20,547,104,181,543,549,266,270,553,1544,593,147,175,127,1698,986,1038,125,499,663,326,1002,184,1555,1318,880,969,700,48,55,111,53,64,205,1505,9,733,250,125,171,1134,1698,111,768,516,5,133,19,80,30,103,74,128,713,1505,1413,539,87,583,817,561,250,27,530,378,672,3060,551,539,700,2065,268,252,2444,2483,1798,1028
1,12556,6,345,3734,1434,697,600,2,2479,3139,1,1833,77,2235,672,551,778,104,419,2911,351,248,1300,657,368,919,2049,1081,354,152,733,1178,548,664,757,416,148,146,668,100,381,1902,569,202,574,52,1190,2331,384,1006,62,1151,2313,526,489,1616,239,1907,2893,77,219,952,146,1449,2638,295,952,300,574,351,1908,889,1030,1147,1,921,219,70,911,215,93,62,3296,518,306,952,13,139,1609,975,89,146,148,439,147,1975,384,1305,164,651,2182
1,17084,628,1215,2232,1520,953,677,2028,861,1657,1275,1177,96,663,627,74,377,991,2085,1989,547,272,672,948,1530,315,798,595,593,944,289,667,1103,793,358,286,1087,1281,923,618,3278,778,551,326,349,836,154,315,200,115,118,88,583,48,793,358,748,1464,584,514,90,1083,1861,822,16,21,843,1246,1968,271,391,391,1152,177,263,1091,72,1207,205,618,335,632,668,323,999,153,526,275,542,542,450,2255,2802,65,972,1113,517,591,762,508,430
1,12856,448,1101,881,572,1726,1410,1334,673,89,102,163,148,175,146,1064,88,37,136,91,15,496,186,90,521,286,9,159,194,671,987,1707,1667,1225,79,832,92,365,643,2170,600,662,1738,1580,576,549,183,891,987,247,69,1183,620,190,10,400,619,1031,294,681,795,155,201,292,145,493,600,1018,745,280,207,419,2023,1605,324,65,16,163,207,572,745,800,1707,1225,186,521,286,2268,16,10,1106,19,987,28,69,247,35,446,1300,294,90
1,14595,58,1633,76,1,2033,109,52,1796,736,526,2,502,638,451,273,2175,2152,676,364,757,270,146,89,148,175,1442,1191,1467,572,1101,619,400,358,41,214,931,39,253,1157,661,339,284,110,312,327,749,546,51,144,240,667,1103,704,692,286,186,720,330,127,4,1976,43,6,100,97,104,141,278,765,18,80,482,133,27,1026,1285,104,62,177,323,1316,879,100,535,493,1300,2472,470,800,62,535,1300,800,2472,2193,656,62,1953,1732,492
1,16326,520,806,678,96,140,296,806,726,193,844,116,1478,700,2814,3550,3448,3036,2833,2324,2922,3187,3715,3404,2305,78,365,31,1868,1478,1799,723,365,1077,76,1077,1451,1492,3054,710,125,171,868,194,249,135,84,1177,830,209,844,193,806,296,678,150,154,282,222,454,1822,408,2395,1128,2480,2556,2324,3187,84,135,366,1177,1351,84,282,340,154,150,255,67,200,71,54,108,118,555,555,416,504,473,171,276,228,504,1038,171,19,23,33,5,103
1,16367,101,126,1180,669,2222,1096,20,1241,735,509,509,448,10,553,757,3485,190,649,43,16,300,89,148,1481,116,1000,79,456,2115,877,757,1088,553,79,1073,1201,42,199,540,1729,1312,763,1612,2123,1789,516,768,391,892,287,160,1908,1073,873,731,574,361,762,508,196,646,1447,1639,202,87,114,13,7,1324,164,671,562,18,103,53,88,128,5,3,30,170,33,57,99,19,448,137,30,37,142,286,521,118,1,552,132,1807,2141,73,46
1,13097,247,35,28,69,223,143,90,3093,2889,2774,2774,1478,1460,2788,756,512,510,505,501,1226,1238,1195,950,1237,138,78,670,306,2,1005,780,563,151,906,1467,1235,1028,1770,2642,1507,1373,506,350,1854,71,189,2316,1541,2306,1104,982,466,769,1073,90,654,1104,371,501,307,227,360,1368,1032,189,2316,34,506,350,348,153,86,2451,1467,780,725,4,1467,670,3107,3539,260,1478,28,90,989,1129,300,303,3657,4,208,782,130,1185,417,69,28,35,90
1,17758,108,255,1504,1420,2028,2184,84,2455,2537,2034,2266,2282,1273,1620,521,286,599,462,759,412,272,1879,1559,2097,1930,1918,415,689,1363,724,566,161,1363,944,828,539,642,189,1606,1685,627,627,590,471,941,848,817,523,683,259,67,208,58,106,54,108,226,118,200,54,115,1661,1806,1393,1620,535,377,818,470,625,581,449,702,159,16,65,264,1300,897,325,224,42,476,292,759,1505,268,694,252,433,3641,493,634,1250,600,742,728,974,733,177
1,15416,534,87,16,1301,1084,858,124,1839,77,43,1081,1437,205,1844,145,292,643,6,176,515,39,41,194,157,314,394,211,590,216,1580,20,14,76,83,58,363,31,1040,518,489,10,1818,744,2161,1623,235,8,528,355,20,14,2,24,66,29,638,1981,381,52,122,1297,1296,812,1022,72,58,123,807,1511,806,96,1604,1024,277,10,382,1114,480,1406,1320,275,13,43,669,40,1019,139,1582,1244,955,509,303,318,39,41,626,245,253,1017,2648
1,13804,169,714,61,76,4,387,546,170,127,187,1053,2524,2487,2611,1020,2067,306,1226,940,1630,169,937,823,308,2001,878,8,235,61,21,7,117,492,630,14,104,208,131,312,339,170,137,257,1782,1161,258,446,214,877,1026,871,1982,707,230,41,39,41,479,954,303,318,320,653,170,110,130,137,1279,691,541,22,2209,76,1474,354,348,1908,628,199,113,192,316,1140,3056,487,604,652,3577,408,956,801,16,280,410,457,1334,1514,222,800,1055
1,17364,612,398,442,176,365,140,578,1318,1318,1884,1562,95,29,808,29,330,765,401,323,40,845,845,2,329,24,24,1154,177,100,97,1417,619,400,519,95,2009,1207,2918,120,8,1690,479,1045,709,312,2782,780,525,259,1045,709,2,1913,1417,1594,2008,1555,1234,2565,1383,622,742,943,406,776,1175,1121,430,432,264,841,29,24,637,124,280,324,529,1041,550,1443,1865,2,251,794,242,337,50,546,1737,649,403,1589,208,1301,753,479,172,766,1496
1,14179,42,329,154,282,861,62,204,861,2034,2266,2282,587,551,902,672,16,264,150,10,250,1489,240,294,202,368,21,39,67,108,71,500,115,216,140,84,209,193,43,145,1146,1144,954,336,441,165,1086,7,498,50,643,568,621,88,91,3,246,48,136,1064,889,1397,571,1220,79,996,250,272,1411,1080,930,369,302,93,474,761,121,166,1142,799,917,600,397,46,73,22,600,493,672,250,459,346,1125,1101,865,370,1108,881,588,483,192
1,14404,439,676,18,1752,1619,16,65,346,1197,212,570,596,9,907,1271,1959,968,807,2,344,33,968,1326,298,1115,696,9,98,968,298,296,5,9,2,807,33,596,100,1326,696,25,298,100,2693,1314,1314,195,344,375,357,173,97,1236,100,1564,696,1326,1115,298,2,5,98,23,18,9,19,33,25,9,33,2567,957,36,1236,293,30,103,74,1602,283,244,946,1682,772,38,265,596,14,596,26,1990,1352,1352,1682,1447,3764,2408,309,578,38
1,14547,2194,1853,217,321,106,76,217,531,1600,2316,2078,489,403,1055,758,1350,1532,1300,1819,2316,2110,2110,2110,2110,1747,1645,218,2080,1628,1277,405,315,187,282,105,1718,996,2145,1492,2,152,961,1128,1807,600,493,634,297,1,2237,77,1833,671,292,114,145,43,476,947,662,511,3,32,1919,743,2596,195,2768,920,1225,232,748,1748,2006,1893,2006,1893,1486,2775,1043,1300,800,594,87,857,1106,145,292,600,43,1081,600,476,493,662,1277,961,1686,282,315
1,14315,410,743,1128,140,13,57,12,99,37,136,44,3,506,191,79,2864,2089,2354,2179,2,826,565,576,764,2203,546,118,71,898,478,1177,844,806,79,576,764,844,1299,1119,898,478,826,576,764,565,47,99,12,178,1845,287,191,395,641,308,1646,57,44,19,33,25,806,140,351,140,13,806,43,191,546,502,273,12,1200,37,44,25,19,33,30,1825,140,3,178,57,2180,2188,2675,99,12,576,826,114,10,1898,1564,227,262,360,565
1,16170,1038,276,2155,2426,2269,1755,1718,1869,1393,1256,1338,745,437,600,697,65,484,1157,1775,1921,1543,170,1134,1763,444,313,434,469,472,847,1296,812,237,447,424,826,576,357,2494,1781,3384,102,175,1002,330,378,769,530,527,895,1029,314,2053,1124,891,682,539,1256,1338,45,606,34,380,1474,320,240,1921,1775,34,243,338,826,576,942,390,3082,1256,1825,565,380,2153,1700,745,357,1921,1775,653,170,194,157,228,737,1256,1338,1071,1162,993,763,446,1380
1,13458,1,129,107,191,296,135,2313,10,242,337,279,251,331,342,485,43,6,369,397,26,70,876,283,560,475,1487,1324,134,1570,80,1570,1570,134,2610,5,1770,1624,744,1,31,134,10,723,55,178,431,1182,2610,439,195,277,402,318,303,688,160,43,6,164,643,1171,176,369,2257,344,210,100,305,238,122,33,18,25,49,56,107,1072,791,2386,1909,953,1570,3,83,76,106,1240,1133,728,742,287,856,833,77,13,110,16,9,18,158
1,17203,3075,1398,199,2352,981,2131,935,1489,1158,2962,266,344,762,234,1580,3,57,15,48,64,539,454,2388,1187,42,100,351,1667,1233,1707,963,352,1489,1398,266,1342,62,750,642,1420,42,1064,1085,451,1064,16,776,467,406,383,344,2173,2048,410,1398,1707,963,1233,479,57,112,698,721,453,759,400,519,768,870,1029,1398,1430,1505,2604,499,60,120,1124,962,444,1123,82,1385,62,301,708,486,792,124,702,1496,766,697,634,600,493,124,34,1275,383
1,16466,254,1064,452,1620,2168,1299,1119,758,1225,622,2282,1559,1918,2266,2282,2537,1893,600,920,527,2778,748,106,1,662,947,600,1893,1436,406,13,476,292,19,128,5,25,480,186,71,748,1,622,561,1299,2103,1119,292,756,297,697,292,351,1102,1086,1564,437,151,1299,252,268,1229,1403,1675,1132,1929,2075,442,1929,1403,1540,708,2075,1,777,1364,1299,1064,369,1,31,442,151,398,1040,22,215,106,365,336,79,10,756,622,166,106,561,835,22,1069
1,14669,1942,659,68,20,2258,3108,118,896,328,118,1445,703,443,722,40,379,395,641,322,1513,2448,1832,1986,1010,104,1312,498,14,47,456,380,368,202,117,61,262,7,526,736,1502,1630,2280,501,577,1245,1483,1660,381,2591,235,2855,101,466,612,2932,176,854,2294,936,588,19,98,4,1302,1179,3265,2571,2579,433,268,1427,1999,991,194,1849,516,870,768,903,515,1526,189,709,485,2066,985,118,189,515,170,396,1022,1,295,77,350,1782,195,1760,1187
1,14032,543,543,444,478,788,170,59,769,266,1124,2387,589,1570,1800,718,1521,769,1570,896,117,1123,1124,266,2422,788,718,1214,543,82,589,170,478,718,34,788,62,589,569,637,767,59,1431,1369,642,1310,549,444,545,478,34,718,478,34,478,2508,143,69,1505,2923,2798,34,478,289,59,353,170,134,788,82,543,444,718,478,589,1124,769,1505,563,1005,734,554,677,170,788,444,543,549,784,143,223,718,134,767,780,563,734,82,589,322,589
1,15407,1146,782,339,420,1204,527,1287,684,813,367,222,46,426,1892,454,436,274,750,1953,452,67,1350,2610,404,162,174,1350,213,274,1809,161,51,2581,1657,409,128,1369,1284,1139,563,2288,126,105,282,1430,1464,382,1190,718,70,1252,77,1833,1,2581,1464,1176,72,396,495,1601,95,524,355,666,534,2610,2593,564,2319,1899,975,594,495,1806,1393,88,1312,104,1809,1325,7,359,1551,1540,1451,1077,1138,488,583,1333,862,1366,990,1057,1039,1242,1477,1014,1528
1,12935,171,157,791,427,937,823,366,258,401,72,36,68,311,60,43,13,140,1606,1685,155,20,14,235,381,428,52,8,171,618,1816,170,427,766,224,201,1087,1281,125,17,272,37,361,159,119,205,1344,1498,100,750,446,653,20,113,96,72,254,514,3,399,17,120,235,8,119,557,22,456,428,627,155,201,401,5,1327,1887,171,157,1017,427,751,691,1053,167,72,68,97,20,14,60,392,14,777,627,653,201,170,171,993,1031,620
1,13614,1061,1556,1439,889,7,61,307,501,1226,1723,410,104,574,374,155,646,843,201,1043,584,514,2515,2239,2159,467,119,2304,105,272,27,100,348,1801,7,1118,1118,39,1441,786,1883,1166,1421,732,1058,229,400,1025,2836,61,354,1256,177,483,236,1255,1176,389,1447,1359,598,373,47,46,389,867,837,962,666,524,1559,767,544,507,716,1671,1775,269,60,2326,811,1316,122,1928,52,110,940,1174,483,547,65,410,1032,658,339,2,396,315,282,187,4
1,16779,1187,1690,344,394,2952,276,1849,1000,1721,3198,106,1711,1479,110,2919,853,859,900,1269,1545,2,1444,1117,344,186,1391,619,435,518,115,202,1187,1565,541,308,445,152,104,44,256,304,435,455,188,1074,3,44,55,112,57,64,15,134,47,591,311,54,2194,596,591,196,570,134,2009,54,59,1525,1213,311,295,508,202,55,54,115,357,62,2125,2543,2370,2562,2612,2613,2614,2369,2425,2667,46,1049,84,46,409,62,59,229,916,1351,512,193,76
1,15376,267,155,654,2,38,495,1282,1100,488,41,214,39,2395,1737,930,2451,2274,1894,2643,312,1135,288,76,83,782,245,45,130,2,2889,24,29,117,3093,2432,327,608,3107,3539,2254,1377,1790,257,3191,1015,1097,488,1282,1100,654,298,2012,2344,2157,904,847,959,486,466,1141,1231,1923,447,24,29,66,1160,56,49,138,469,434,424,2339,1228,418,90,510,76,198,206,1790,38,56,49,155,374,458,891,495,477,356,1991,1031,1354,752,579,1658,35,28
1,12949,125,282,105,150,521,108,1379,199,192,7,61,50,243,24,107,121,9,128,398,390,92,1807,1225,748,671,947,676,101,139,785,26,38,2212,6,537,587,8,411,528,982,2,29,24,840,596,350,491,60,428,1297,565,1061,863,846,241,910,121,397,369,166,198,215,810,31,1,1199,511,643,345,6,206,123,132,392,755,442,365,92,346,414,466,183,669,40,164,602,465,537,116,139,285,26,334,1416,632,680,804,536,258,1948
1,12709,118,927,1625,1916,2440,395,96,495,90,153,348,231,411,11,235,2,379,708,348,237,237,313,401,256,670,1421,1665,2,90,2885,670,562,1114,679,649,235,21,113,14,20,199,104,179,265,36,8,472,904,68,90,1911,313,670,14,28,411,153,1084,379,2,803,858,118,11,348,265,179,118,436,1060,858,435,2,153,805,35,69,95,20,492,22,411,708,914,927,2440,854,670,1916,348,2,2885,1421,679,255,118,1772,435,265,36
1,13982,1001,598,995,100,668,202,137,45,649,485,71,255,1,991,219,813,367,36,38,26,149,32,176,1,751,427,36,1001,389,995,2979,813,598,373,45,47,188,782,649,367,20,485,263,782,1846,1305,598,253,739,993,118,202,430,2379,114,604,257,515,867,837,280,39,584,327,266,1001,1498,643,355,221,137,836,514,1,45,843,118,1464,749,130,202,322,339,71,46,32,115,255,170,176,389,32,149,3,26,598,373,202,47,36
1,17744,347,1412,1261,1317,763,2248,1628,1277,2393,1563,1725,1042,347,1353,414,1413,1783,2046,2779,1072,1100,2610,1187,507,169,1624,270,1289,1483,2080,2550,3129,1160,1355,156,347,347,1624,1913,2040,2274,763,2248,2080,1628,1277,975,760,1289,1640,1036,1063,1079,1317,763,168,233,2550,2463,1190,767,1255,1266,180,888,635,1283,1425,577,594,1034,939,1339,1809,1261,611,1483,1626,1377,1333,1912,1157,2001,878,691,1053,1279,1868,589,1684,1863,898,1438,2040,1347,1412,1246,3172,1911,2615
1,13159,2013,1869,361,590,127,551,778,284,45,749,273,502,571,318,184,403,1175,1301,918,287,280,174,287,312,117,328,1193,979,1028,1173,345,1668,1870,1810,1037,2910,324,280,1272,432,1825,237,313,472,402,317,326,1005,393,182,1422,1023,1864,2059,636,2631,26,1179,700,4,139,195,616,294,2,1815,1616,117,571,1562,1634,1884,1934,515,946,791,2777,751,262,41,214,798,1530,709,699,707,1413,90,560,1606,1685,2921,266,537,186,189,656,62,658,1677
1,14461,3501,3499,3424,2756,3247,2685,3846,323,859,1269,630,1472,692,704,316,492,779,7,498,464,95,640,650,644,655,774,1448,1194,1013,1675,27,310,188,235,381,428,343,1961,967,543,2160,2216,241,1766,537,14,760,909,6,1226,58,558,212,483,61,2192,2166,1641,942,638,273,1174,480,3579,42,547,1891,127,130,1413,806,276,2388,137,210,471,2565,396,777,385,1650,484,2372,661,961,1381,1131,3530,213,157,3775,3493,253,320,638,273,2053,502,1950,2098
1,14670,802,1189,295,162,687,1171,1961,323,1246,78,1244,2818,20,847,25,2405,25,19,539,2050,1828,812,1,3681,164,138,2001,1131,1905,1876,1742,77,1527,1227,1386,719,8,2105,1675,1846,1244,884,719,1936,1088,2118,179,36,1176,3134,40,847,1296,904,499,218,303,499,1251,3166,852,343,2410,1860,938,499,1733,2539,782,130,1194,235,1156,1643,576,265,2283,1584,1045,1584,816,1407,1915,1610,1282,8,447,499,1675,1008,1557,1173,2353,1763,164,499,1905,1470,1227,1876
1,18022,2290,947,133,278,141,672,778,626,1428,584,8,269,319,514,836,131,110,1309,1281,867,837,666,359,666,666,962,274,36,333,391,435,759,378,1281,34,902,551,682,902,448,430,252,268,433,325,1296,1081,1081,383,467,34,168,430,432,325,1837,1836,383,467,656,383,746,467,433,252,268,435,391,522,36,333,1085,1038,1369,788,90,425,179,352,159,313,1837,1836,3,2018,854,74,1164,2453,120,269,356,1310,168,237,233,1187,946,867,515
1,12668,663,1821,1650,1633,503,1261,675,1452,1118,169,78,589,541,820,1166,2553,366,47,311,995,239,89,59,11,102,544,560,842,854,1400,308,1306,1164,1089,685,692,186,1541,855,1236,293,341,41,304,7,109,60,61,2405,1788,1886,769,169,78,589,1868,1279,1122,1097,235,631,829,565,878,820,934,673,840,1118,1370,1361,714,1423,11,326,189,239,2263,1166,311,517,304,999,234,455,7,2255,2260,2039,1497,598,373,389,1276,589,1122,47,565,764,878
1,17667,857,159,325,272,88,53,3,32,240,190,125,889,172,14,225,22,196,354,827,1397,889,1145,190,1019,354,413,1703,1299,2211,2167,2103,172,195,643,225,7,117,21,20,14,95,169,937,388,1279,4,3,868,194,157,314,394,125,1336,1817,821,740,1189,1075,1576,1390,1315,2037,2021,641,8,60,109,479,2058,802,123,382,1145,705,420,428,22,1140,196,48,3,32,240,36,10,713,230,220,1030,225,693,3899,53,185,4,53,3,32,1053
1,14291,56,437,1018,221,159,432,383,264,702,119,841,65,1175,430,406,1523,1272,1588,1508,403,98,3164,3109,3013,2943,2956,129,928,458,1281,666,998,19,667,1263,49,1087,524,890,59,1103,1560,317,41,39,257,1332,1966,349,252,433,268,393,460,182,2184,1575,797,2028,677,791,1232,1161,214,129,843,68,458,998,667,49,155,1560,41,39,330,327,613,1054,586,674,666,524,359,563,780,376,393,460,182,1864,1575,427,19,98,74,33,836,220,1041
1,13735,411,256,1114,232,1114,382,480,567,1543,2,2505,759,631,829,272,729,29,24,66,2728,2262,2413,2529,2727,2457,2574,945,1972,208,513,866,743,1865,1128,441,165,1955,2087,2150,2108,2561,2136,414,256,401,50,124,369,288,166,254,459,761,325,327,739,56,49,188,267,2434,324,601,301,82,34,2434,2183,181,3281,403,124,2505,253,1415,3113,945,2858,1865,743,2239,422,14,35,425,131,110,46,73,1271,1499,403,297,1378,119,1059,124,457,534,851
1,15872,1177,631,969,783,905,679,28,527,2844,2072,435,1109,59,941,817,848,622,264,316,266,1012,280,1025,836,584,868,467,829,1713,549,444,1326,181,1214,179,513,3103,803,131,734,1691,3766,3815,3633,776,383,406,467,2941,358,41,1025,3128,1385,1857,1498,867,768,516,148,175,147,1325,142,673,891,2844,1629,2465,818,522,1031,130,327,708,817,941,622,848,62,316,771,549,1228,266,1124,783,1648,1574,40,280,1869,2426,231,1095,1051,1565,100,499,97
1,12417,680,450,2336,2,245,910,2367,2178,1992,21,11,86,61,888,740,7,279,1590,1358,1306,3702,14,380,585,2020,1345,11,2336,21,450,1396,854,342,1646,565,2,153,202,249,7,681,804,307,1218,320,358,477,2189,2111,2828,738,2212,1751,11,2111,2433,2300,2,893,349,910,1418,1175,636,21,192,751,267,418,423,243,304,86,888,11,2119,1746,27,1044,1916,1746,1992,329,891,1409,610,230,373,598,787,2119,1818,1513,2535,909,11,171,541,41,201
1,12569,234,311,153,86,11,78,1868,769,1370,11,86,153,11,996,1015,1818,11,235,381,1535,428,188,8,109,113,120,808,100,189,11,1818,744,11,1276,996,2209,627,1118,288,11,491,676,553,2071,11,996,11,11,1423,1118,388,11,1382,72,1122,744,1274,486,1466,11,691,1276,714,820,1370,455,1166,3079,611,11,86,805,189,11,1276,1818,1507,11,86,153,805,11,999,1195,611,2001,878,691,1279,1347,1863,11,2161,1191,996,11,1623,78,691,2336
1,14583,689,944,642,711,556,2973,3224,1625,1885,1862,2068,1625,2068,1885,1862,158,618,934,2522,1347,114,879,426,1268,30,1191,378,186,255,1388,9,1438,19,146,85,180,426,32,9,23,5,1885,2068,9,610,818,1880,2123,921,535,1483,199,141,828,161,62,482,1591,1337,892,1347,1344,114,138,436,1620,1273,833,287,856,1474,19,9,341,1531,231,377,779,1474,141,807,1550,1260,1095,174,848,941,592,817,241,833,1523,42,436,1060,1102,732,356,708,1646
1,15046,367,2443,2187,1403,1229,2187,1229,13,42,496,3473,1470,1556,1,1259,1793,156,483,61,6,1061,40,845,274,1416,1130,333,95,1390,1307,31,1244,417,42,58,1956,747,452,2037,1315,145,643,715,2189,1554,1718,1554,351,933,3137,702,351,970,6,983,1940,806,145,1844,496,365,398,1084,858,1437,287,2697,2300,818,1429,457,2840,2507,2127,747,803,332,1389,1494,1322,42,803,6,306,1703,10,1416,1429,162,1416,2015,2627,1416,1056,439,6,2979,172,883,42
1,14700,311,1099,730,947,662,196,667,522,19,155,1031,1354,620,579,752,87,91,64,99,178,242,251,861,96,1652,342,241,279,331,597,617,617,846,863,1878,1878,383,569,1386,1267,129,1607,659,710,1249,41,214,563,337,279,331,242,251,342,617,597,241,1163,846,863,2,765,422,326,204,334,317,12,3,15,141,278,99,299,51,32,1762,2341,1188,1527,196,237,825,278,204,141,251,331,242,68,129,337,36,68,279,342,822,597,1163,241
1,16283,569,470,625,1643,2464,2374,110,131,2142,1175,1121,824,1041,899,911,363,1106,1168,1168,825,2819,2876,673,1123,771,170,832,264,745,403,841,1169,885,65,16,463,419,523,941,817,848,709,130,387,816,563,1614,780,1422,1394,2316,666,524,59,1115,1326,696,968,298,284,253,1274,1251,611,1700,1002,686,606,378,2290,90,1094,1258,1560,62,2374,470,696,253,1643,203,363,1094,1258,1560,90,722,1123,34,59,1275,530,378,257,780,1005,563,2090,2132,472
1,17884,13,252,268,433,16,1000,903,6,425,1736,159,602,2355,2127,325,65,3420,1638,581,702,542,1205,449,1169,885,841,290,345,119,829,780,1555,2701,2342,437,2215,543,353,281,137,1354,65,2055,1306,45,620,187,224,3039,35,28,69,1827,854,255,105,16,187,187,889,150,339,224,314,1121,1569,738,569,768,516,9,962,359,897,65,344,569,2365,393,2365,376,2018,2290,34,1632,1914,1263,1784,641,395,720,170,739,1090,808,254,739,870,904,1296
